unique_id,citation,key_findings
322,"Zibrik, L., Khan, S., Bangar, N., Stacy, E., Novak Lauscher, H., & Ho, K. (2015). Patient and community centered eHealth: Exploring eHealth barriers and facilitators for chronic disease self-management within British Columbia’s immigrant Chinese and Punjabi seniors. Health Policy Technol., 4(4), 348–356. https://doi.org/10.1016/j.hlpt.2015.08.002","Age, gender, income, and education significantly affected eHEALS outcomes.
Language, accessibility, attitude, and cultural barriers were significant factors that influenced eHealth literacy in these populations."
328,"Stoeckle, M., Lenart, B., & Murphy, J. E. (2022). A Text Analysis of Four Levels of Librarian Involvement and Impact on Students in an Inquiry-Based Learning Course. Partnership: The Canadian Journal of Library & Information Practice & Research, 17(1), 1–17. https://doi.org/10.21083/partnership.v17i1.6574","Students who used the ABRA and ePEARL tools performed significantly better in vocabulary, reading comprehension, and written expression compared to control groups.
No statistically significant improvements were observed for listening comprehension.
Teachers' integration of the tools and their alignment with self-regulated learning strategies contributed to these outcomes."
342,"Mardhani-Bayne, A., & Shamchuk, L. (2022). Early Literacy Learning for Future Library Paraprofessionals: Authentic Learning in Library Education. Partnership: The Canadian Journal of Library & Information Practice & Research, 17(2), 1–20. https://doi.org/10.21083/partnership.v17i2.6808","Students showed a stronger alignment with emergent literacy compared to reading readiness both before and after the course.
Hands-on course elements (e.g., guest speakers, creating virtual storytime programs) were identified as significant contributors to learning.
The course reinforced existing beliefs about early literacy rather than drastically changing them.
The use of authentic learning elements, such as practical assignments and real-world applications, enhanced the students' readiness for professional roles."
372,"Graham, R., Eva, N., & Cowan, S. (2018). SAILS, Take 2: An Exploration of the “Build Your Own Test” Standardized IL Testing Option for Canadian Institution. Communications in Information Literacy, 12(1), 19–35. ","Statistically significant improvement in IL skills among first-year students, with a 6.3% increase in mean scores between pre- and post-tests.
Students in third year or above showed a surprising decline in post-test scores, possibly due to reduced engagement or familiarity with skills already learned.
Results suggest that IL instruction is most beneficial for first-year students transitioning into university lifeâ€‹"
389,"Rodriguez, C., CAIRNEY, J., VELDHUIZEN, S., GRAHAM, J. D., BEDARD, C., BREMER, E., & KRIELLAARS, D. (2018). A Construct Validation Study of PLAYfun. Medicine & Science in Sports & Exercise, 50(4), 855–862. 
","The PLAYfun tool's hypothesized five-factor structure was confirmed, indicating it is a valid measure of motor competence. Age and sex differences were noted, with scores generally improving with age and boys outperforming girls in object control skills."
408,"Rose, K. (2017). Assessing Changes in Scientific Literacy in an Alberta Science Option Course: Myth-Busting Science 25. Alberta Science Education Journal, 45(1), 11–20. ","Students gained a deeper understanding of the nature of science through hands-on experiences and classroom activities.
Participation enhanced engagement, scientific literacy, and understanding of environmental issues.
Teachers reported the project was effective in transitioning students to inquiry-based learning environmentsâ€‹"
422,"Li, G., Zhen, F., Lin, Z., & Gunderson, L. (2023). Bilingual Home Literacy Experiences and Early Biliteracy Development among Chinese–Canadian First Graders. Education Sciences, 13(8), 808. ","Children scored at age norms for English reading comprehension and decoding but below norms for English and Chinese receptive vocabulary.
HLE factors positively influenced Chinese receptive vocabulary but showed no significant correlation with English literacy skills.
Digital device usage was significantly associated with English reading comprehension.
Parent-child shared reading and the number of Chinese books at home were key predictors of Chinese receptive vocabulary.
Socioeconomic status (SES) positively correlated with English literacy but not Chinese vocabulary."
423,"Tighe, E. L. (2014). Broadening Our Perspectives on Adult Literacy, Numeracy, and Problem-Solving Skills with PIAAC Data: A Commentary on The Centre for Literacy’s 2014 Summer Institute. Journal of Research & Practice for Adult Literacy, Secondary & Basic Education, 3(3), 63–69. ","The U.S. scored below the international average in all three domains assessed by the PIAAC.
There are significant disparities in literacy and numeracy scores among different racial/ethnic groups within the U.S.
The findings highlight the need for enhanced educational strategies and interventions, particularly in numeracy and problem-solving skills."
424,"ERCIKAN, K., ROTH, W.-M., & ASIL, M. (2015). Cautions About Inferences From International Assessments: The Case of PISA 2009. Teachers College Record, 117(1), 1–28. ","The study cautions against using PISA rankings to directly infer the quality of education systems, as scores vary significantly across subpopulations (e.g., by gender, socioeconomic status). It highlights that factors like reading enjoyment and extracurricular activities are not sole predictors of higher performance. The study underscores the importance of considering cultural, societal, and educational system differences when interpreting international assessment data."
437,"Beks, T. A., Cairns, S. L., Smygwaty, S. L., Osorio, O. A. L. M., & Hill, S. J. (2018). Counsellor-in-Residence: Evaluation of a Residence-Based Initiative to Promote Student Mental Health. Canadian Journal of Higher Education, 48(2), 55–73. ","Key findings include the identification of lower mental health literacy among male and international students compared to their peers, and no significant differences in resilience levels among different student groups. The study emphasizes the need for targeted mental health programs that address these disparities and enhance access to mental health servicesâ€‹"
448,"Krupar, A., Horvatek, R., & Byun, S. (2017). Does Nonformal Education Matter? Nonformal Education, Immigration, and Skills in Canada. Adult Education Quarterly, 67(3), 186–208. ","First-generation immigrants had lower literacy and numeracy scores compared to nonimmigrants, while second-generation immigrants often scored higher in literacy.
Participation in nonformal education was significantly associated with higher literacy and numeracy scores, particularly for first-generation immigrants.
On-the-job training was the most impactful type of NFE, associated with higher skill outcomes.
Policy implications include expanding access to NFE programs for immigrants to support integration and skill development."
453,"Lodewyk, K. R., & Mandigo, J. L. (2017). Early Validation Evidence of a Canadian Practitioner-Based Assessment of Physical Literacy in Physical Education: Passport for Life. Physical Educator, 74(3), 441–475.","PFL assessments showed positive relations and consistency across components over time, supporting their validity for measuring physical literacy.
Teacher feedback highlighted ease of administration but noted that the process could be time-consuming.
Students demonstrated better understanding of physical literacy concepts post-assessment.
The tool was deemed suitable for formative use in educational settings."
454,"Lodewyk, K. R. (2019). Early Validation Evidence of the Canadian Practitioner-Based Assessment of Physical Literacy in Secondary Physical Education. Physical Educator, 76(3), 634–660. ","The Passport for Life shows strong validation evidence for assessing physical literacy in Grades 10â€“12 students.
Positive associations between physical literacy components (movement, fitness, living skills, active participation) were found.
Feedback highlighted that the PFL increased understanding of physical literacy among students and was useful for teaching.
Limitations include the time required for assessments and the need for additional video aids."
461,"Glithero, L. (Diz). (2021). Evaluating Ocean Perceptions and Ocean Values: The Canadian Ocean Literacy Survey. Canadian Journal of Environmental Education, 24(1), 216–232. ","Canadians identify strongly as an ocean nation and are willing to make lifestyle changes for ocean health.
Significant gaps exist in understanding personal impacts on the ocean and vice versa.
The ""ocean-engaged"" group prioritized actions like reducing ocean pollution, carbon emissions, and promoting sustainable economiesâ€‹"
493,"Warner, M., Robinson, J., Heal, B., Lloyd, J., Mandigo, J., Lennox, B., & Davenport Huyer, L. (2021). Increasing physical literacy in youth: A two-week Sport for Development program for children aged 6-10. Prospects (00331538), 50(1/2), 165–182. ","There was a significant increase in FMS as well as improved self-perceptions of physical literacy post-program.
The most significant impacts were found among low baseline performers, and the largest FMS increases were in running and balance."
496,"Cummins, P. A., Harrington, A. K., & Yamashita, T. (2022). Individual Learning Accounts: A Comparison of Implemented and Proposed Initiatives. Adult Learning, 33(4), 147–157.","Adults with low literacy skills participate in AET at significantly lower rates compared to those with medium or high skills.
Participation rates for low-skilled adults ranged from 20% (France) to 38% (England), while those with medium or high skills ranged from 40% (France) to 65% (United States).
Barriers to AET for low-skilled adults include financial costs, institutional challenges, and dispositional factors (e.g., lack of self-confidence).
Effective AET financing models must provide adequate funding, simplify access, and ensure program quality to address situational and institutional barriers.
Low-skilled adults benefit from support structures like counseling, tutoring, childcare, and transportation.
Examples of funding models (e.g., training vouchers, individual savings accounts) showed varying levels of success across the countries studied."
506,"Cheng, L., & Sun, Y. (2015). Interpreting the Impact of the Ontario Secondary School Literacy Test on Second Language Students Within an Argument-Based Validation Framework. Language Assessment Quarterly, 12(1), 50–66. ",The study explores the differential impact of the OSSLT on second language students and addresses the broader implications of testing policies for these students. It suggests the need for tailored instructional support for second language learners and proposes further research on the validity of standardized literacy assessments for diverse linguistic groupsâ€‹
513,"Jungwee Park. (2022). JOB MISMATCHES AMONG INDIGENOUS WORKERS IN CANADA: FINDINGS FROM PIAAC DATA. Canadian Journal of Native Studies, 41(1), 23–48. ","Indigenous workers were more likely to be under-skilled and less likely to be over-skilled compared to non-Indigenous workers.
Differences in literacy scores between Indigenous and non-Indigenous workers disappeared after controlling for education level, but disparities in numeracy remained significant.
Part-time Indigenous workers were more likely to be over-educated and over-skilled, while self-employed workers were more likely to be under-educated but not under-skilled.
STEM-educated Indigenous workers were less likely to find matched jobs, indicating barriers in STEM-specific employment opportunities.
Job satisfaction was higher among under-skilled Indigenous workers but lower among over-educated workers."
514,"Baker, B. (2016). Language Assessment Literacy as Professional Competence: The Case of Canadian Admissions Decision Makers. Canadian Journal of Applied Linguistics / Revue Canadiennne de Linguistique Appliquée, 19(1), 63–83. ","The study highlights the necessity of a solid base in language assessment literacy for admissions decision makers, noting that workshops helped participants understand and apply language assessment principles more effectively in their rolesâ€‹"
527,"Vézina, S., & Bélanger, A. (2020). Literacy Skills as an Explanation for Labor Market Imbalances by Occupational Type in Canada: Microsimulation Projections for 2014–2024. Population Research & Policy Review, 39(6), 1019–1049. ","Omitting literacy from workforce projections leads to an overestimation of workers in management and high-skilled positions and underestimation in lower-skilled jobs.
Immigrants with higher literacy skills are more likely to hold skilled jobs, yet disparities in management roles persist.
Accounting for literacy results in better-aligned labor supply and demand projections, revealing gaps in overqualification attributable to literacy deficits"
531,"Volante, L., Klinger, D., Bilgili, Ö., & Siegel, M. (2017). Making Sense of the Performance (Dis)advantage for Immigrant Students Across Canada. Canadian Journal of Education / Revue Canadienne de l’Éducation, 40(3), 329–361. ","Immigrant students in Canada show varied performance across provinces; they outperform non-migrants in some provinces while underperforming in others.
A conceptual framework is proposed to explain these varied results, highlighting the importance of individual characteristics, provincial policies, and sociocultural and demographic contexts."
538,"Hillier, C., Zarifa, D., & Hango, D. (2022). Mind the Gaps: Examining Youth’s Reading, Math and Science Skills Across Northern and Rural Canada*. Rural Sociology, 87(1), 264–302. ","Southern youth outperform northern youth in mathematics skills.
Urban youth (southern and northern) show advantages in reading proficiencies compared to their rural counterparts.
In science literacy, urban youth (both southern and northern) outperform rural northern youth.
Socioeconomic factors, parenting styles, and academic aspirations contribute to but do not fully explain regional skill disparities.
Implications highlight the need for tailored policies to address skill gaps in northern and rural Canada."
545,"Hagerman, M., Beach, P., Cotnam-Kappel, M., & Hébert, C. (2020). Multiple Perspectives on Digital Literacies Research Methods in Canada. International Journal of E-Learning & Distance Education, 35(1), 1–38. ","The document is a theoretical and methodological exploration, proposing that research in digital literacies needs to account for complex, real-time interactions and should be deeply embedded in the specific cultural, linguistic, and educational contexts of Canadian society."
550,"Park, J., & Fallon, G. (2016). NOTIONS OF LITERACY IN THE K-12 SCHOOL SYSTEM IN BRITISH COLUMBIA EDUCATION SINCE 2002: A CONTESTED TERRAIN. Canadian Journal of Educational Administration & Policy, 179, 1–38. ","The tension between autonomous and ideological literacy models in policy and practice.
Policy discourses focus on accountability and economic growth, limiting broader socio-cultural and critical literacy goals.
There is a need to redefine literacy to include broader competencies for sociocultural and political change.
The emphasis on standardized testing oversimplifies literacy and fails to address community-specific needs."
561,"St. Clair, R. (2016). Plus ça change - The failure of PIAAC to drive evidence-based policy in Canada. Report: Zeitschrift Für Weiterbildungsforschung, 39(2), 225–239. https://search.ebscohost.com/login.aspx?direct=true&db=eue&AN=118193399&site=ehost-live","Despite significant investment in PIAAC, its impact on Canadian policy and adult literacy education is limited.
Indigenous people, immigrants, and Francophone minorities consistently scored lower in literacy levels compared to other groups.
Longitudinal comparison across survey iterations (IALS, ALLS, PIAAC) is challenging due to methodological changes, complicating policy implications"
563,"Carr, W., Wei, Y., Kutcher, S., & Heffernan, A. (2018). Preparing for the Classroom: Mental Health Knowledge Improvement, Stigma Reduction and Enhanced Help-Seeking Efficacy in Canadian Preservice Teachers. Canadian Journal of School Psychology, 33(4), 314–326. ","Significant improvements in mental health knowledge, reduced stigma, and enhanced help-seeking intentions were observed immediately after the session and sustained at the 3-month follow-up.
Post-session scores showed a substantial effect on knowledge (Cohenâ€™s d = 3.1) and a reduction in stigma (Cohenâ€™s d = 1.18).
Findings suggest that mental health literacy training can effectively prepare preservice teachers to support student mental healthâ€‹"
566,"Lysenko, L. V., & Abrami, P. C. (2014). Promoting reading comprehension with the use of technology. Computers & Education, 75, 162–172. ","Students using ABRA and ePEARL demonstrated significant improvements in vocabulary and reading comprehension compared to controls.
The tools positively impacted written expression and listening comprehension, though not as strongly as reading comprehension.
Teachersâ€™ integration of ABRA and ePEARL improved over time, with increasing use of self-regulation processes."
568,"Elias, P. V. (2023). Race, ethnicity, and literacy and Essential Skills in Canada. Journal of Vocational Education & Training, 75(1), 43–62. ","The Essential Skills Framework plays a central role in organizing literacy programming but renders the social relations of race and ethnicity invisible.
Literacy programs promote the ideology that skills development will counter inequality, while often reproducing a racialized division of labor.
Adult learners often view literacy programs as a means to achieve career aspirations, even when such goals may not align with labor market realities.
The study calls for greater attention to how race and ethnicity intersect with economic and labor issues in adult literacy programs."
570,"Briere, J. L., & Wilson, J. R. (2018). Reading Ability and Multiliteracy among Rural Saskatchewan High School Students. Journal of Literacy & Technology, 19(2), 99–127. ","Females reported significantly higher reading ability and enjoyment compared to males.
Digital resources were valued higher than traditional books for supporting learning both inside and outside school.
Younger students preferred traditional books more than older students, while older students leaned towards digital media.
Differences in literacy preferences were influenced by gender, grade, and reading ability. For example, males preferred magazines and videos, while females placed higher value on printed books.
Recommendations include tailoring educational materials to match students' literacy preferences, especially for rural males who show lower reading enjoyment and ability."
576,"Woods-McConney, A., Oliver, M. C., McConney, A., Schibeci, R., & Maor, D. (2014). Science Engagement and Literacy: A retrospective analysis for students in Canada and Australia. International Journal of Science Education, 36(10), 1588–1608. ","Canadian students consistently demonstrated higher engagement in science and slightly better science literacy than Australian students.
Socioeconomic status (SES) and formal science time strongly influenced science literacy, while engagement in science was more closely tied to informal activities outside of school.
Gender differences were minimal, with males reporting marginally higher engagement but equivalent literacy performance to females.
Greater emphasis on informal, out-of-school science activities is associated with higher engagementâ€‹"
588,"Syrnyk, C., McArthur, A., Zwack, A., & Handelsman, A. (2023). Supporting Young Readers: A Mixed-Methods Study of Their Literacy, Behaviour, and Perceptions When Reading Aloud to Dogs or Adults. Early Childhood Education Journal, 51(6), 1091–1105. ","Canine-assisted reading interventions showed a more positive impact on reading performance and social behaviors compared to adult-assisted interventions.
Improvements were noted in both reading comprehension and oral reading levels, particularly following the canine-assisted intervention."
628,"Pullman, A., & Chen, M. Y. (2020). Varieties of employment: a comparison of skill-based activities at work among youth and young adults in Canada. International Journal of Lifelong Education, 39(5/6), 576–590. ",The study identifies varying levels of engagement in skill-based activities at work among different demographic groups. It emphasizes that employment is not uniformly low-skill and that socio-demographic factors significantly influence access to jobs involving daily skill-based activities.
658,"Gilham, C. M., Wei, Y., Kutcher, S., MacIntyre, C., MacCuspic, S., & Fougere, W. (2021). Field Testing a Campus Preparation Mental Health Resource. McGill Journal of Education, 56(1), 90–106.","Knowledge scores improved significantly one month after the intervention but showed no immediate post-test improvement.
52% of participants felt ""more"" or ""very much more"" ready for post-secondary life immediately after the intervention, though this decreased to 39% at follow-up.
72% would recommend the resource to peers, and 68% agreed it was beneficial for Grade 12 students.
Delivery timing influenced outcomes; a delayed introduction allowed students to better engage with the material."
681,"Avvisati, F. (2020). Where Did Reading Proficiency Improve over Time? PISA in Focus. No. 103. OECD Publishing.","The study finds that in the majority of countries, reading performance has remained stable or shown no clear direction of change since the 2000s. However, 18 countries showed improvements, while 10 showed declines. The study highlights the impact of digital technologies on reading habits and literacy"
697,"Martin, M. O., Ed, Mullis, I. V. S., Ed, & Hooper, M., Ed. (2017). Methods and Procedures in PIRLS 2016. International Association for the Evaluation of Educational Achievement.","While specific findings are not detailed in the snippets, the document discusses the design and methodology used in PIRLS to measure trends in reading literacy over time and across diverse educational systems."
707,"Wiebe, S., & Smith, C. C. (2016). A/R/Tography and Teacher Education in the 21st Century. McGill Journal of Education, 51(3), 1163–1178.","Teachers face challenges in applying multiliteracies theory, thinking across literacy domains, and assessing literacies holistically.
Digital tools are underutilized as productivity devices in educational settings.
Students benefit from instruction that integrates creativity, critical analysis, and multiple literacy forms.
Teacher education programs should incorporate frameworks like a/r/tography to enhance professional developmentâ€‹"
708,"Li, T., von Davier, M., Hancock, G. R., & Kirsch, I. S. (2016). The Prediction of Labor Force Status: Implications From International Adult Skill Assessments. ETS Research Reports Series, 2016(1), 1–20.","Literacy proficiency strongly correlates with employment likelihood. Higher literacy proficiency increases the likelihood of being employed across all regions.
The impact of educational attainment and literacy proficiency on employment varies by region, with stronger effects in countries like the U.S. and Italy compared to others like Norway and the Netherlands.
Demographic factors (age, gender, immigrant status) also influence employment status, but their effects vary by region and time."
710,"DeLuca, C., LaPointe-McEwan, D., & Luhanga, U. (2016). Approaches to Classroom Assessment Inventory: A New Instrument to Support Teacher Assessment Literacy. Educational Assessment, 21(4), 248–266.","Existing instruments were outdated and misaligned with contemporary assessment practices.
The ACAI reflects contemporary practices and supports research and professional development in teacher assessment literacy.
Teachers demonstrate variability in assessment approaches, confidence, and learning prioritiesâ€‹"
717,"Kankaras, M., Montt, G., Paccagnella, M., Quintini, G., & Thorn, W. (2016). Skills Matter: Further Results from the Survey of Adult Skills. OECD Skills Studies. OECD Publishing.","Significant variation in adult skill levels across and within countries.
Skills strongly correlate with better labor market outcomes, including higher employment rates and wages.
Higher proficiency is linked to improved health, trust, and civic engagement.
Lower proficiency is prevalent among older adults, those with low education levels, and individuals from socioeconomically disadvantaged backgrounds.
Gender differences in numeracy favor men, while literacy shows negligible differences."
718,"Paccagnella, M. (2016). Age, Ageing and Skills: Results from the Survey of Adult Skills. OECD Education Working Papers, No. 132. OECD Publishing.","Proficiency in literacy and numeracy tends to decline with age after peaking in the mid-30s.
Older individuals, despite lower proficiency, often demonstrate compensatory mechanisms such as greater experience.
Higher literacy levels are correlated with better employment and earnings outcomes.
Interventions like lifelong learning and retirement policy changes can mitigate skill declines."
722,"Stephens, M., Warren, L. K., & Harner, A. L. (2015). Comparative Indicators of Education in the United States and Other G-20 Countries: 2015. NCES 2016-100. National Center for Education Statistics.","The report highlights comparisons across G-20 countries in terms of school enrollment, academic performance, contexts for learning, educational expenditures, and returns on education such as educational attainment and income."
727,"Van De Wal, L., & Ryan, T. G. (2014). Student Perceptions of Literacy after the Ontario Secondary Literacy Course: A Qualitative Inquiry. Brock Education: A Journal of Educational Research and Practice, 23(2), 3–23.","Students entered the OSSLC with negative views of their own literacy abilities.
The OSSLC had a positive impact on some students, helping them to reframe their perceptions of literacy and improve their confidence.
The high-stakes nature of the OSSLT negatively affected studentsâ€™ self-concept and engagement with literacy."
729,"Lurette, D. (2014). International Adult Skills Surveys: Andragogical Issues in Linguistic Minority Communities. Centre for Literacy.","The study highlights the methodological and practical challenges of applying standard literacy assessment tools to linguistic minority populations.
It emphasizes the need for cultural and linguistic adaptation of assessment tools to more accurately reflect the skills and realities of minority communities.
"
740,"A framework for digital media literacies for teaching and learning in higher education - Jorge Reyna, Jose Hanham, Peter Charles Meier, 2018. (n.d.). https://journals.sagepub.com/doi/10.1177/2042753018784952",demonstration of how the use of the framework can help identify gaps in knowledge and implement appropriate training. Provides a more holistic framework to teach digital media literacy outside of media programs.
753,Enhancing Displaced Workers’ Literacy and Essential Skills: Second Annual Report. (n.d.). SRDC. https://srdc.org/project/enhancing-displaced-workers-literacy-and-essential-skills-second-annual-report/,"Key barriers for workers to access training include financial costs and availability of training. The study highlights a need for tailored LES interventions to address not only skills but also social, psychological, and economic supports. It also calls for improved digital skills, especially with technology becoming essential for re-employmentâ€‹"
757,"
Foundations: Implementation and 12-Week Impacts of a Literacy and Essential Skills Intervention for Job Seekers. (n.d.). SRDC. https://srdc.org/project/foundations-implementation-and-12-week-impacts-of-a-literacy-and-essential-skills-intervention-for-job-seekers/
","The study found significant gains in career adaptability for both Portfolio development and Skills Enhancement participants. Essential skills like numeracy saw large impacts, especially among Skills Enhancement participants. Barriers to program engagement included low recruitment rates, smaller group sizes, and lack of case manager referrals"
760,UPSKILL: A Credible Test of Workplace Literacy and Essential Skills Training. (n.d.). SRDC. https://srdc.org/project/upskill-a-credible-test-of-workplace-literacy-and-essential-skills-training/,"The findings from this study indicate that workplace LES
training does, indeed, have large positive impacts on workersâ€™
skills, job performance, and a range of economic and social
outcomes for workers and firms. A benefit-cost analysis also
reveals a significant positive return on investment for firms.
Importantly, the study also finds that the pattern of impacts
varies among firms and workers in ways that have important
implications for the design and delivery of effective training
programs. Understanding these factors can lead to policies
that facilitate both larger employer investments in training and
higher return on investment.
The results of UPSKILL provide clear evidence and insights
into the value of workplace LES training, which can support
small to medium-sized enterprises (SMEs) in their training
decisions and make workplace training more accessible for
lower-skilled Canadians.
"
765,SRDC-SRSA. (2014). Survey Of The Literacy And Essential Skills Workforce: Final Report SRDC. https://www.srdc.org/project/survey-of-the-literacy-and-essential-skills-workforce-final-report/,"Practitioners face challenges in accessing LES-specific supports due to the small size of organizations or the low proportion of LES practitioners within larger organizations.
Many practitioners work in traditional delivery modes, such as small group or one-on-one instruction, with low adoption of digital tools despite their importance.
Significant concerns exist regarding the aging LES workforce, with many nearing retirement, and job instability due to part-time or temporary employment.
Practitioners are motivated by intrinsic rewards but lack adequate professional recognition and career advancement opportunitiesâ€‹"
772,Understanding the Impact of Numeracy and Literacy Skills on Financial Capability. (n.d.). SRDC. https://srdc.org/project/understanding-the-impact-of-numeracy-and-literacy-skills-on-financial-capability/,"Key findings include that financial capability is largely influenced by socio-demographic and psychosocial characteristics, and that essential skills like numeracy are significantly related to financial capability. It also highlighted the negative impact of UPSKILL training on making ends meet for a specific subgroup of participants who did not declare their incomes"
779,"Research Report to Support the Launch of Skills for Success: Structure, Evidence, and Recommendations: Final Report. (n.d.). SRDC. https://srdc.org/project/research-report-to-support-the-launch-of-skills-for-success-structure-evidence-and-recommendations-final-report/","Key findings include the importance of including a broad range of skills in the Skills for Success framework to meet the evolving demands of the Canadian labor market, the integration of soft skills with technical skills, and the necessity of updating skills definitions to include digital and social-emotional components"
781,A Comprehensive Review and Development of Measurement Options for Essential Skills Initiatives: Final Report. (n.d.). SRDC. https://srdc.org/project/a-comprehensive-review-and-development-of-measurement-options-for-essential-skills-initiatives-final-report/,"Key findings emphasize the complexity of measuring essential skills, the importance of aligning measurement tools with specific training and employment goals, and the need for flexible, context-specific evaluation strategies"
783,A Comprehensive Review and Development of Measurement Options for Essential Skills Initiatives: Phase 2 – Framework Development. (n.d.). SRDC. https://srdc.org/project/a-comprehensive-review-and-development-of-measurement-options-for-essential-skills-initiatives-phase-2-framework-development/,The report outlines the complexity of measuring essential skills and the need for diverse measurement strategies tailored to different training contexts and participant needs. It emphasizes developing measurement frameworks that align with specific program goals and participant characteristics
784,A Comprehensive Review and Development of Measurement options for Essential Skills Initiatives: Phase 1 – Inventory Of Measures. (n.d.). SRDC. https://srdc.org/project/a-comprehensive-review-and-development-of-measurement-options-for-essential-skills-initiatives-phase-1-inventory-of-measures/,"The key findings emphasize the diversity and complexity of measuring essential skills, the need for suitable measures that align with specific program goals, and the importance of considering the context and target population when selecting assessment tools"
786,UPSKILL Health Study — Knowledge Synthesis Report. (n.d.). SRDC. https://srdc.org/project/upskill-health-study-knowledge-synthesis-report/,"The study found that improvements in LES were linked to better health literacy and safe work practices, and indirectly improved mental and physical health through enhanced job performance and reduced work stress. It also noted the benefits of LES training for improving health literacy and psychosocial capital, such as self-confidence and resilience"
788,UPSKILL Health and Mental Health Outcomes Study: Conceptual Model Testing. (n.d.). SRDC. https://srdc.org/project/upskill-health-and-mental-health-outcomes-study-conceptual-model-testing/,"The study found that literacy and essential skills have a measurable impact on health, particularly mental health. It was noted that workplace characteristics influence health indirectly through stress, and that health literacy has both direct and mediated effects on mental health outcomesâ€‹

-influenced by psychosocial factors such as self-efficacy and self-esteem. Workplace characteristics were found not to directly affect mental health but did influence work stress, which in turn impacts mental healthâ€‹"
789,Workplace Digital Essential Skills in Rural Small Businesses. (n.d.). SRDC. https://srdc.org/project/workplace-digital-essential-skills-in-rural-small-businesses/,"The study found that the training improved digital skills, which in turn enhanced job performance and organizational productivity. The training was effective even for those with initially low digital skills, demonstrating its suitability for enhancing digital literacy in rural settingsâ€‹"
825,Piruqsiaksaqtaaqtuq Annual Report 2021-2022. (n.d.).,"The report highlights the effectiveness of integrating literacy and essential skills into cultural and community programs, noting improvements in participants' skills and increased community engagement"
828,Ilitaqsiniq & Literacy. (n.d.). Ilitaqsiniq. https://ilitaqsiniq.ca/collaborators/ilitaqsiniq-and-literacy/,"The text emphasizes that literacy in Nunavut integrates traditional Inuit knowledge and cultural practices, highlighting a holistic approach that includes a variety of essential skills suited for life in Nunavut. The study underscores the importance of culturally relevant literacy practices, which incorporate traditional knowledge and experiential learning."
830,Children’s Literacy and the Economy: Insights from Deloitte - Canadian Children’s Literacy Foundation. (n.d.). https://childrensliteracy.ca/News-Events/Archive/CCLF-Deloitte-Report-Insights,"The study highlights the critical importance of literacy for economic success, noting that strong literacy skills are linked to higher educational attainment, better employment outcomes, and overall economic gains. It also identifies a significant portion of Canadian children lacking necessary literacy skills to succeed"
845,"4th global report on adult learning and education: leave no one behind: participation, equity and inclusion - UNESCO Digital Library. (n.d.). https://unesdoc.unesco.org/ark:/48223/pf0000372274","Key findings emphasize the importance of ALE for achieving broader social and economic goals, noting improvements in participation rates and policy support across countries, but also highlighting persistent inequalities in access to ALE, particularly for disadvantaged groupsâ€‹"
847,Fifth Global Report on Adult Learning and Education | Institute for Lifelong Learning. (n.d.). https://www.uil.unesco.org/en/grale5,"Key findings include:

An overall increase in ALE investment, particularly in low- and middle-income countries.
Calls to improve access to ALE for marginalized groups like rural adults and Indigenous populations.
Notable progress in ALE governance, particularly in sub-Saharan Africa and Asiaâ€‹"
860,Adult Literacy Skills for Success National Report 2022. (n.d.).,"The report highlights that improving literacy levels correlates with better life outcomes, including increased employment opportunities, higher resilience, and improved health. It emphasizes the urgent need to address Canada's literacy divideâ€‹"
861,WE ARE United for Literacy ANNUAL REPORT 2023. (n.d.).,"Significant impacts include improved reading and math skills among participants, increased confidence, and better preparedness for employment and daily life challenges. The report emphasizes the transformative power of literacy programs on individual lives and communities"
863,"George, L. (2020). Lessons from the Digital Literacy + Coding Pilot. Brookfield Institute for Innovation + Entrepreneurship. https://brookfieldinstitute.ca/lessons-from-the-digital-literacy-coding-pilot/","Programs increased youth confidence and interest in technology.
Digital literacy programs should focus on flexible, hands-on methods.
Coding serves as an effective entry point for engaging youth in broader digital skills.
Barriers such as socioeconomic challenges and lack of local opportunities persist.
Recommendations include fostering inclusivity, improving pathways for further learning, and supporting community organizations."
864,"Huynh, A., & Malli, N. (2018). Levelling Up: The quest for digital literacy. Brookfield Institute for Innovation + Entrepreneurship. https://brookfieldinstitute.ca/levelling-up/","Key findings emphasize the importance of broad digital skills beyond coding, the fragmented landscape of digital literacy education, the socioeconomic barriers to digital literacy, and the need for consistent digital access and training."
891,What is Financial Literacy? | abclifeliteracy.ca. (n.d.). ABC Life Literacy Canada. https://abclifeliteracy.ca/financial-literacy/,"40% of Canadians identify money as their primary source of stress.
Individuals with higher financial confidence tend to manage money and debt more effectively.
Nearly 50% of low-income Canadians carry debt, and 31% of their income goes to debt payments.
A significant portion of low-income households faces challenges accessing financial assistance and services, including tax filing help and debt managementâ€‹"
897,"Bourgoin, R., & Dicks, J. (2019). Learning to Read in Multiple Languages: A Study Exploring Allophone Students’ Reading Development in French Immersion. Language and Literacy, 21(2), 10–28. https://doi.org/10.20360/langandlit29466","Key findings show that L3 students (those learning a third language) performed comparably or better than their bilingual peers in English and French reading ability. They demonstrated metacognitive and metalinguistic insights, using strategies from their other languages to aid in reading comprehension in French."
