pub_id,doi,isbn,doc_type,authors,authors_clean,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher,author_id
1468,https://doi.org/10.2196/28196,,Article,Shannon Marion Aylward; Alison Farrell; Anna Walsh; Marshall Godwin; Roger Chafe; Shabnam Asghari,,2021,Quality of Primary Care for the Adult Population With Autism Spectrum Disorder: Protocol for a Scoping Review,JMIR Research Protocols,10,11,,https://openalex.org/W3215115573,,,,JMIR Publications,1690
1472,https://doi.org/10.2196/resprot.4240,,Article,Leah Goertzen; Gayle Halas; Janet Rothney; Annette S.H. Schultz; Pamela Wener; Jennifer Enns; Alan Katz,,2015,Mapping a Decade of Physical Activity Interventions for Primary Prevention: A Protocol for a Scoping Review of Reviews,JMIR Research Protocols,4,3,,https://openalex.org/W1505907624,,,,JMIR Publications,1175
1473,https://doi.org/10.2196/resprot.5263,,Article,Shabnam Asghari; Allison Maybank; Oliver Hurley; Hilary Modir; Alison Farrell; Zack Marshall; Claire Kendall; Sharon Johnston; Matthew Hogel; Sean B. Rourke; Clare Liddy,,2016,Perspectives of People Living with HIV on Access to Health Care: Protocol for a Scoping Review,JMIR Research Protocols,5,2,,https://openalex.org/W2394963365,,,,JMIR Publications,1690
545,https://doi.org/10.1080/15367967.2014.945118,,Article,Weina Wang; Kelly Dermody; Colleen Burgess; Fangmin Wang,,2014,From a Knowledge Container to a Mobile Learning Platform: What RULA Learned from the Laptop Lending Program,Journal of Access Services,11,4,255-281,https://openalex.org/W2016114403,,,,Taylor & Francis,829
2145,https://doi.org/10.1080/15367967.2014.945118,,Article,Weina Wang; Kelly Dermody; Colleen Burgess; Fangmin Wang,,2014,From a Knowledge Container to a Mobile Learning Platform: What RULA Learned from the Laptop Lending Program,Journal of Access Services,11,4,255-281,https://openalex.org/W2016114403,,,,Taylor & Francis,840
546,https://doi.org/10.1080/15367967.2016.1161521,,Article,Joanne Oud; Peter Genzinger,,2016,Aiming for service excellence: Implementing a plan for customer service quality at a blended service desk,Journal of Access Services,13,2,112-130,https://openalex.org/W2413881670,,,,Taylor & Francis,887
2146,https://doi.org/10.1080/15367967.2016.1161521,,Article,Joanne Oud; Peter Genzinger,,2016,Aiming for service excellence: Implementing a plan for customer service quality at a blended service desk,Journal of Access Services,13,2,112-130,https://openalex.org/W2413881670,,,,Taylor & Francis,896
268,https://doi.org/10.1016/j.jad.2022.04.143,,Article,Chenxi Cai; Stephen Busch; Rachel Wang; Allison Sivak; Margie H. Davenport,,2022,Physical activity before and during pregnancy and maternal mental health: A systematic review and meta-analysis of observational studies,Journal of Affective Disorders,,,,https://openalex.org/W4225160948,,,,Elsevier BV,1469
517,https://doi.org/10.1080/1059924X.2015.1042178,,Article,Catherine Trask; Muhammad Idress Khan; Olugbenga Adebayo; Catherine Boden; Brenna Bath,,2015,"Equity in Whom Gets Studied: A Systematic Review Examining Geographical Region, Gender, Commodity, and Employment Context in Research of Low Back Disorders in Farmers",Journal of Agromedicine,20,3,,https://openalex.org/W1943548786,,,,Taylor & Francis,1345
2173,https://doi.org/10.1128/jb.01067-08,,Article,Sandra Isabel; …ric Leblanc; Maurice Boissinot; Dominique K. Boudreau; Myrian Grondin; FranÁois J. Picard; Eric A. Martel; Nicholas J. Parham; Patrick S. G. Chain; Douglas E. Bader; Michael R. Mulvey; Louis Bryden; Paul H. Roy; Marc Ouellette; Michel G. Bergeron,,2008,Divergence among Genes Encoding the Elongation Factor Tu of Yersinia Species,Journal of Bacteriology,190,22,7548-7558,https://openalex.org/W2111696076,,,,American Society for Microbiology,598
2126,https://doi.org/10.1074/jbc.270.20.11789,,Article,Lisa Selbie; Karen Darby; Carsten Schmitz-Peiffer; Carol L. Browne; Herbert Herzog; John Shine; Trevor J. Biden,,1995,"Synergistic Interaction of Y1-Neuropeptide Y and ?1b-Adrenergic Receptors in the Regulation of Phospholipase C, Protein Kinase C, and Arachidonic Acid Production",Journal of Biological Chemistry,270,20,11789-11796,https://openalex.org/W2065791021,,,,American Society for Biochemistry and Molecular Biology,1683
2259,https://doi.org/10.2106/jbjs.j.01998,,Article,Deanna Quon; Nancy Dudek; Meridith Marks; Michael Boutet; Lara Varpio,,2011,A Qualitative Study of Factors Influencing the Decision to Have an Elective Amputation,"Journal of Bone and Joint Surgery, American Volume",93,22,2087-2092,https://openalex.org/W2084987297,,,,"The Journal of Bone and Joint Surgery, Inc.",278
1023,https://doi.org/10.1300/J109v01n03_07,,Article,Vivienne Monty,,1992,Selected Bibliographic Guide to Canadian Business Data,Journal of Business & Finance Librarianship,1,3,91-101,https://openalex.org/W2035579399,,,,Taylor & Francis,1091
1024,https://doi.org/10.1300/J109v01n04_06,,Article,Mls Vivienne Monty Ba,,1994,Documentation of the European Communitites,Journal of Business & Finance Librarianship,1,4,61-78,https://openalex.org/W1968649029,,,,Taylor & Francis,1091
503,https://doi.org/10.1080/08963568.2015.1110231,,Article,Nicole Eva,,2016,An analysis of management and economics journals at the University of Lethbridge: Beyond usage data,Journal of Business & Finance Librarianship,21,1,38-48,https://openalex.org/W2278151883,,,,Taylor & Francis,1212
506,https://doi.org/10.1080/08963568.2021.2015849,,Article,CÈline Gareau-Brennan; Janice Y. Kung,,2021,Systematic Review of Effective Library Instruction for Business Students,Journal of Business & Finance Librarianship,,,,https://openalex.org/W4200509797,,,,Taylor & Francis,"1452, 1457"
1025,https://doi.org/10.1300/J109v07n02_11,,Article,Mlis Amanda Wakaruk BComm,,2002,Creating a Distance Education Tool-Set for Course Based Business Information Instruction,Journal of Business & Finance Librarianship,,,,https://openalex.org/W1977379082,,,,Taylor & Francis,1475
1062,https://doi.org/10.1353/jcs.2007.0017,,Article,Kathryn Harvey,,2006,From Bags and Boxes to Searchable Digital Collections at the Dalhousie University Archives,Journal of Canadian Studies,40,2,120-138,https://openalex.org/W2037138431,,,,University of Toronto Press,1097
119,https://doi.org/10.1007/s10826-013-9890-3,,Article,Jessica Menard; Bojana Knezevic; Scott R. Miller; Daniel Edelstein; Kristi Thompson; Carlin J. Miller,,2015,Intergenerational Transmission of Antisocial Behavior and Age at Primiparity,Journal of Child and Family Studies,24,3,798-808,https://openalex.org/W2027388029,,,,Springer Science+Business Media,1022
286,https://doi.org/10.1016/j.jclinepi.2018.04.008,,Article,Lisa Strifler; Roberta Cardoso; Jessie McGowan; Elise Cogo; Vera Nincic; Paul A. Khan; Alistair Scott; Marco Ghassemi; Heather MacDonald; Yonda Lai; Victoria Treister; Andrea C. Tricco; Sharon E. Straus,,2018,"Scoping review identifies significant number of knowledge translation theories, models, and frameworks with limited use",Journal of Clinical Epidemiology,100,,92-102,https://openalex.org/W2796645918,,,,Elsevier BV,849
287,https://doi.org/10.1016/j.jclinepi.2020.09.025,,Article,Julia Bidonde; JosÈ Francisco Meneses-Ech·vez; Angela J Busch; Catherine Boden,,2020,An algorithm provided as initial guidance for reporting registry records and published protocols in systematic reviews,Journal of Clinical Epidemiology,128,,130-139,https://openalex.org/W3091560510,,,,Elsevier BV,1345
279,https://doi.org/10.1016/j.jclinepi.2014.12.013,,Article,Monika Kastner; Onil Bhattacharyya; Leigh Hayden; Julie Makarski; Elizabeth A. Estey; Lisa D. Durocher; Ananda Chatterjee; Laure Perrier; Ian D. Graham; Sharon E. Straus; Merrick Zwarenstein; Melissa C. Brouwers,,2015,Guideline uptake is influenced by six implementability domains for creating and communicating guidelines: a realist review,Journal of Clinical Epidemiology,68,5,498-509,https://openalex.org/W2040293219,,,,Elsevier BV,449
280,https://doi.org/10.1016/j.jclinepi.2015.08.030,,Article,Andrea C. Tricco; Charlene Soobiah; Jesmin Antony; Elise Cogo; Heather MacDonald; Erin Lillie; Judy Tran; Jennifer D'Souza; Wing Hui; Laure Perrier; Vivian Welch; Tanya Horsley; Sharon E. Straus; Monika Kastner,,2016,"A scoping review identifies multiple emerging knowledge synthesis methods, but few studies operationalize the method",Journal of Clinical Epidemiology,73,,13-29,https://openalex.org/W2275912072,,,,Elsevier BV,849
282,https://doi.org/10.1016/j.jclinepi.2015.11.021,,Article,Andrea C. Tricco; Jesmin Antony; Charlene Soobiah; Monika Kastner; Elise Cogo; Heather MacDonald; Jennifer D'Souza; Wing Hui; Sharon E. Straus,,2016,Knowledge synthesis methods for generating or refining theory: a scoping review reveals that little guidance is available,Journal of Clinical Epidemiology,73,,36-42,https://openalex.org/W2265528961,,,,Elsevier BV,849
283,https://doi.org/10.1016/j.jclinepi.2015.12.011,,Article,Andrea C. Tricco; Jesmin Antony; Charlene Soobiah; Monika Kastner; Heather MacDonald; Elise Cogo; Erin Lillie; Judy Tran; Sharon E. Straus,,2016,Knowledge synthesis methods for integrating qualitative and quantitative data: a scoping review reveals poor operationalization of the methodological steps,Journal of Clinical Epidemiology,73,,29-35,https://openalex.org/W2262449114,,,,Elsevier BV,849
284,https://doi.org/10.1016/j.jclinepi.2016.03.025,,Article,Andrea C. Tricco; Elise Cogo; Matthew J. Page; Julie Polisena; Alison Booth; Kerry Dwan; Heather MacDonald; Tammy Clifford; Lesley A. Stewart; Sharon E. Straus; David Moher,,2016,A third of systematic reviews changed or did not specify the primary outcome: a PROSPERO register study,Journal of Clinical Epidemiology,79,,46-54,https://openalex.org/W2332511819,,,,Elsevier BV,849
285,https://doi.org/10.1016/j.jclinepi.2017.04.021,,Article,Catherine Boden; Julia Bidonde; Angela J Busch,,2017,Gaps exist in the current guidance on the use of randomized controlled trial study protocols in systematic reviews,Journal of Clinical Epidemiology,85,85,59-69,https://openalex.org/W2608914567,,,,Elsevier BV,1345
276,https://doi.org/10.1016/j.jclinepi.2005.11.010,,Article,Nina Buscemi; Lisa Hartling; Ben Vandermeer; Lisa Tjosvold; Terry P. Klassen,,2006,Single data extraction generated more errors than double data extraction in systematic reviews,Journal of Clinical Epidemiology,,,,https://openalex.org/W2048775918,,,,Elsevier BV,1479
753,https://doi.org/10.1111/jch.14436,,Article,Ling Liang; Janice Y Kung; Bradley Mitchelmore; Andrew Cave; Hoan Linh Banh,,2022,Comparative peripheral edema for dihydropyridines calcium channel blockers treatment: A systematic review and network meta?analysis,Journal of Clinical Hypertension,,,,https://openalex.org/W4214864165,,,,Wiley-Blackwell,1457
1698,https://doi.org/10.3390/jcm10050959,,Article,Valentin Mocanu; Sabitha Rajaruban; Jerry T. Dang; Janice Y. Kung; Edward C. Deehan; Karen Madsen,,2021,Repeated Fecal Microbial Transplantations and Antibiotic Pre-Treatment Are Linked to Improved Clinical Response and Remission in Inflammatory Bowel Disease: A Systematic Review and Pooled Proportion Meta-Analysis,Journal of Clinical Medicine,,,,https://openalex.org/W3135483428,,,,MDPI,1457
2109,https://doi.org/10.1016/j.jocs.2013.10.001,,Article,Tatiana Zaraiskaya; Sergey Vassiliev; Doug Bruce,,2014,Discovering oxygen channel topology in photosystem II using implicit ligand sampling and wavefront propagation,Journal of Computational Science,33,2,131-142,https://openalex.org/W2063900073,,,,Elsevier BV,1643
547,https://doi.org/10.1080/15398285.2017.1353289,,Article,Nicole Askin,,2017,Providing Access to Multilingual Patient Education Materials,Journal of Consumer Health on The Internet,21,3,305-312,https://openalex.org/W2757240662,,,,Haworth Press,1195
548,https://doi.org/10.1080/15398285.2018.1513763,,Article,Marcia K. Salmon,,2018,Cerebral Palsy: A Webliography,Journal of Consumer Health on The Internet,22,3,244-252,https://openalex.org/W2898851769,,,,Haworth Press,1064
549,https://doi.org/10.1080/15398285.2020.1794193,,Article,Marcia K. Salmon,,2020,Influenza Pandemic: A Webliography,Journal of Consumer Health on The Internet,24,3,321-327,https://openalex.org/W3081661859,,,,Haworth Press,1064
550,https://doi.org/10.1080/15398285.2021.1902227,,Article,Gavin Goodwin,,2021,"Social Media, Grindr, and PrEP: Sexual Health Literacy for Men Who Have Sex with Men in the Internet Age",Journal of Consumer Health on The Internet,25,2,156-168,https://openalex.org/W3170818739,,,,Haworth Press,1284
1252,https://doi.org/10.20355/jcie29410,,Article,Sam Popowich,,2020,"Proxying the Data Body: Artificial Intelligence, Federated Identity, and Machinic Subjection",Journal of Contemporary Issues in Education,,,,https://openalex.org/W3039095099,,,,University of Alberta,1494
1711,https://doi.org/10.3928/00220124-20170816-08,,Article,Kim Mears; Lindsay Blake,,2017,Nursing Librarians Cultivating Evidence-Based Practice Through an Asynchronous Online Course,Journal of Continuing Education in Nursing,48,9,420-424,https://openalex.org/W2751982742,,,,"SLACK, Inc.",1311
2242,https://doi.org/10.17161/jcel.v5i1.14920,,Article,Christina Winter; Mark Swartz; Victoria Owen; Ann Ludbrook; Brianne Selman; Robert Tiessen,,2021,Canadian Collaborations: Library Communications and Advocacy in the time COVID-19,Journal of copyright in education and librarianship,5,1,18-Jan,https://openalex.org/W3196914484,,,,"University of Colorado, Colorado Springs",2013
1145,https://doi.org/10.17161/jcel.v5i1.14920,,Article,Christina Winter; Mark Swartz; Victoria Owen; Ann Ludbrook; Brianne Selman; Robert Tiessen,,2021,Canadian Collaborations: Library Communications and Advocacy in the time COVID-19,Journal of copyright in education and librarianship,5,,1,https://openalex.org/W3196914484,,,,"University of Colorado, Colorado Springs",822
2243,https://doi.org/10.17161/jcel.v5i1.14920,,Article,Christina Winter; Mark Swartz; Victoria Owen; Ann Ludbrook; Brianne Selman; Robert Tiessen,,2021,Canadian Collaborations: Library Communications and Advocacy in the time COVID-19,Journal of copyright in education and librarianship,5,1,,https://openalex.org/W3196914484,,,,"University of Colorado, Colorado Springs",531
1146,https://doi.org/10.17161/jcel.v5i1.15212,,Article,Amanda Wakaruk; CÈline Gareau-Brennan; Matthew Pietrosanu,,2021,Introducing the Copyright Anxiety Scale,Journal of copyright in education and librarianship,,,,https://openalex.org/W3030755369,,,,"University of Colorado, Colorado Springs",1452
1509,https://doi.org/10.24242/jclis.v1i1.6,,Article,David James Hudson,,2017,"On ""Diversity""ù as Anti-Racism in Library and Information Studies: A Critique",Journal of critical library and information studies,1,1,,https://openalex.org/W2596727827,,,,Library Juice Press,1118
1507,https://doi.org/10.24242/jclis.v1i1.14,,Article,Heidi L. M. Jacobs; Cal Murgu,,2017,Questioning the Past and Possible Futures: Digital Historiography and Critical Librarianship,Journal of critical library and information studies,1,1,,https://openalex.org/W2591617851,,,,Library Juice Press,924
1510,https://doi.org/10.24242/jclis.v2i2.62,,Article,Cal Murgu; Krisandra Ivings,,2019,ìBlind Trust is Not Enoughî,Journal of critical library and information studies,2,2,20-Feb,https://openalex.org/W3007525290,,,,Library Juice Press,749
2238,https://doi.org/10.1515/jdis-2017-0003,,Article,Dangzhi Zhao; Alicia Cappello; Lucinda Johnston,,2017,Functions of Uni- and Multi-citations: Implications for Weighted Citation Analysis,Journal of Data and Information Science,2,1,51-69,https://openalex.org/W2591413103,,,,Chinese Academy of Sciences,1455
288,https://doi.org/10.1016/j.jdiacomp.2020.107804,,Article,Linn E. Moore; Britt Voaklander; Anamaria Savu; Roseanne O. Yeung; Edmond A. Ryan; Dagmara Chojecki; Padma Kaul; Catherine Allaire,,2021,Association between the antepartum oral glucose tolerance test and the risk of future diabetes mellitus among women with gestational diabetes: A systematic review and meta-analysis,Journal of Diabetes and Its Complications,,,,https://openalex.org/W3107551110,,,,Elsevier BV,1478
630,https://doi.org/10.1108/00220410610688750,,Article,ClÈment Arsenault,,2006,Aggregation consistency and frequency of Chinese words and characters,Journal of Documentation,62,5,606-633,https://openalex.org/W1978265849,,,,Emerald Publishing Limited,2028
631,https://doi.org/10.1108/00220411211277028,,Article,Guillaume Boutard; Catherine Guastavino,,2012,Archiving electroacoustic and mixed music,Journal of Documentation,68,6,749-771,https://openalex.org/W1540888225,,,,Emerald Publishing Limited,2029
666,https://doi.org/10.1108/JD-03-2018-0037,,Article,Guillaume Boutard; FranÁois-Xavier FÈron,,2019,Documenting acousmatic music interpretation,Journal of Documentation,75,1,99-119,https://openalex.org/W2889328087,,,,Emerald Publishing Limited,2029
2164,https://doi.org/10.1108/jd-09-2019-0187,,Article,Asen O. Ivanov; Catherine A. Johnson; Samuel Cassady,,2020,Unbundling practice: the unbundling of big deal journal packages as an information practice,Journal of Documentation,76,5,1051-1067,https://openalex.org/W3016068426,,,,Emerald Publishing Limited,961
667,https://doi.org/10.1108/JD-03-2020-0034,,Article,Jerry Jacques; Sabine Mas; Dominique Maurel; Jonathan Dorey,,2020,Organizing personal digital information: an analysis of faculty member activities,Journal of Documentation,77,2,401-419,https://openalex.org/W3112453499,,,,Emerald Publishing Limited,599
1713,https://doi.org/10.3998/jep.153,,Article,Jessica Lange; Sarah Severson,,2021,"What Are the Characteristics of Canadian Independent, Scholarly Journals? Results from a Website Analysis",Journal of Electronic Publishing,,,,https://openalex.org/W3207415295,,,,Michigan Publishing,1466
559,https://doi.org/10.1080/1941126X.2012.684557,,Article,Candice Dahl,,2012,Primed for Patron-Driven Acquisition: A Look at the Big Picture,Journal of Electronic Resources Librarianship,24,2,119-126,https://openalex.org/W2012838812,,,,Taylor & Francis,1348
560,https://doi.org/10.1080/1941126X.2013.813304,,Article,Vicky Duncan; Maha Kumaran; MÍ-Linh LÍ; Susan Murphy,,2013,Mobile Devices and their use in Library Professional Practice: The Health Librarian and the iPad,Journal of Electronic Resources Librarianship,25,3,201,https://openalex.org/W1970026225,,,,Taylor & Francis,1351
561,https://doi.org/10.1080/1941126X.2013.813304,,Article,Vicky Duncan; Maha Kumaran; MÍ-Linh LÍ; Susan Murphy,,2013,Mobile Devices and their use in Library Professional Practice: The Health Librarian and the iPad,Journal of Electronic Resources Librarianship,25,3,201-214,https://openalex.org/W1970026225,,,,Taylor & Francis,1194
562,https://doi.org/10.1080/1941126X.2015.1092351,,Article,Vicky Duncan; Shannon Lucky; Jaclyn McLean,,2015,Implementing LibGuides 2: An Academic Case Study,Journal of Electronic Resources Librarianship,27,4,248-258,https://openalex.org/W1146343165,,,,Taylor & Francis,1351
1890,https://doi.org/10.7191/jeslib.2021.1201,,Article,Alexandra Cooper; Michael Steeleworthy; »ve Paquette-Bigras; Erin Clary; Erin MacPherson; Louise Gillis; Jason Brodeur,,2021,Creating Guidance for Canadian Dataverse Curators: Portage Networkís Dataverse Curation Guide,Journal of eScience Librarianship,10,3,,https://openalex.org/W3200944274,,,,"University of Massachusetts Medical School, Lamar Soutter Library",903
1887,https://doi.org/10.7191/jeslib.2013.1049,,Article,Kevin Read; Andrew T. Creamer; Donna Kafel; Robert J. Vander Hart; Elaine Russo Martin,,2013,"Building an eScience Thesaurus for Librarians: A Collaboration Between the National Network of Libraries of Medicine, New England Region and an Associate Fellow at the National Library of Medicine",Journal of eScience Librarianship,2,2,53-67,https://openalex.org/W3190113444,,,,"University of Massachusetts Medical School, Lamar Soutter Library",1367
1888,https://doi.org/10.7191/jeslib.2015.1067,,Article,Bonnie L. Fong; Minglu Wang,,2015,Required Data Management Training for Graduate Students in an Earth and Environmental Sciences Department,Journal of eScience Librarianship,4,1,3,https://openalex.org/W834425398,,,,"University of Massachusetts Medical School, Lamar Soutter Library",1072
1889,https://doi.org/10.7191/jeslib.2015.1080,,Article,Laura Palumbo; Ronald C. Jantz; Yu-Hung Lin; Aletia Morgan; Minglu Wang; Krista White; Ryan Womack; Yingting Zhang; Yini Zhu,,2015,Preparing to Accept Research Data: Creating Guidelines for Librarians,Journal of eScience Librarianship,4,2,,https://openalex.org/W2206261074,,,,"University of Massachusetts Medical School, Lamar Soutter Library",1072
122,https://doi.org/10.1007/s10899-021-10022-5,,Article,Robert J. Williams; Yale D. Belanger; Carrie A. Leonard; Rhys M. G. Stevens; Darren R. Christensen; Nady el-Guebaly; David C. Hodgins; Daniel S. McGrath,,2022,Indigenous Gambling and Problem Gambling in Canada,Journal of Gambling Studies,38,1,67-85,https://openalex.org/W3135927016,,,,Springer Science+Business Media,1211
123,https://doi.org/10.1007/s10899-021-10052-z,,Article,Darren R. Christensen; Fiona Nicoll; Robert J. Williams; Carrie A. Leonard; Nady el-Guebaly; David C. Hodgins; Daniel C. McGrath; Garry J. Smith; Yale D. Belanger; Rhys M. G. Stevens,,2021,Responsible Gambling in Canada: An Analysis of the RG Check Patron Surveys,Journal of Gambling Studies,38,3,,https://openalex.org/W3194150147,,,,Springer Science+Business Media,1211
124,https://doi.org/10.1007/s10899-021-10073-8,,Article,Carrie A. Leonard; David C. Hodgins; Robert J. Williams; Yale D. Belanger; Darren R. Christensen; Nady el-Guebaly; Daniel S. McGrath; Fiona Nicoll; Garry J. Smith; Rhys M. G. Stevens,,2022,Gambling in Canada During the COVID Lockdown: Prospective National Survey,Journal of Gambling Studies,38,2,371-396,https://openalex.org/W3199739820,,,,Springer Science+Business Media,1211
140,https://doi.org/10.1007/s11606-010-1506-7,,Article,Laure Perrier; Kelly Mrklas; Sasha Shepperd; Maureen Dobbins; K A McKibbon; Sharon E. Straus,,2011,Interventions Encouraging the Use of Systematic Reviews in Clinical Decision-Making: A Systematic Review,Journal of General Internal Medicine,26,4,419-426,https://openalex.org/W2000158288,,,,Springer Science+Business Media,449
750,https://doi.org/10.1111/j.1525-1497.2005.0243.x,,Article,Nina Buscemi; Ben Vandermeer; Nicola Hooton; Rena Pandya; Lisa Tjosvold; Lisa Hartling; Glen B. Baker; Terry P. Klassen; Sunita Vohra,,2005,The efficacy and safety of exogenous melatonin for primary sleep disorders a meta-analysis,Journal of General Internal Medicine,,,,https://openalex.org/W1976587910,,,,Springer Science+Business Media,1479
479,https://doi.org/10.1080/03098265.2012.729815,,Article,Patricia Ballamingie; Susan Tudin,,2013,Publishing graduate student research in geography: the fundamentals,Journal of Geography in Higher Education,37,2,304-314,https://openalex.org/W2019829594,,,,Taylor & Francis,863
2116,https://doi.org/10.1016/s1879-4068(19)31285-8,,Article,Shabbir M.H. Alibhai; Patrick Jung; L. Rowbottom; Daniel Yokom; Ali Taqi Syed; Zuhair Alam; Uzair Malik; Lily Yeung; Ana Patricia Ayala; Roger Reka; M.M. Puts; J. Hudson,,2019,"DELIRIUM INCIDENCE, PREVENTION, AND TREATMENT IN OLDER ADULTS RECEIVING CHEMOTHERAPY: AN UPDATED SCOPING REVIEW AND META-ANALYSIS",Journal of Geriatric Oncology,10,6,S99-S100,https://openalex.org/W2984638637,,,,Elsevier BV,932
160,https://doi.org/10.1016/1352-0237(96)00029-9,,Article,Vivienne Monty,,1996,"Due north: Issues in access to government information, a view from Canada",Journal of Government Information,23,4,491-497,https://openalex.org/W2000080604,,,,Elsevier BV,1091
360,https://doi.org/10.1016/S0168-8278(12)61143-X,,Article,H Lewis; R. Igbe; M. Wilkinson; J. Dalton; H. Gardner; J Hothi; N Ibrahim; K. King; M Mirza; A. Tippett; J. Turton; C. Woods; S. Wynne; R. Marley; Graham R. Foster,,2012,1131 ACTIVE INJECTION DRUG USER'S CAN BE SUCCESSFULLY TREATED FOR HCV AND SIGNIFICANTLY REDUCE ILLICIT DRUG USE POST TREATMENT: REAL LIFE COHORT OF 152 PATIENTS,Journal of Hepatology,,,,https://openalex.org/W2044295373,,,,Elsevier BV,923
541,https://doi.org/10.1080/15323269.2019.1600636,,Article,Gail Kouame; Natalie Logue; Kimberly Mears,,2019,Making Space for a Makerspace,Journal of Hospital Librarianship,19,2,182-189,https://openalex.org/W2948674867,,,,Taylor & Francis,1311
539,https://doi.org/10.1080/15323269.2013.770368,,Article,Trish Chatterley; Jean L. Siebert; Jonathan Koffel; Amy J. Chatfield,,2013,"Free, Authoritative Online Drug Information Directory: PharmGuide",Journal of Hospital Librarianship,,,,https://openalex.org/W2019683421,,,,Taylor & Francis,1484
2134,https://doi.org/10.1080/01971529608005789,,Article,Suzie Sorensen; Jean-Jacques Rondeau; Vincent Lenaerts; Francois Boutignon; Patrick Wuthrich; Romano Deghenghi; Albert Adam; Huy Ong,,1996,"Radioimmunoassay of AntarelixTM, a Luteinizing Hormone Releasing-Hormone Antagonist, in Plasma and Its Application for Pharmacokinetic Study in Dogs",Journal of Immunoassay,17,3,205-226,https://openalex.org/W2057629408,,,,Marcel Dekker,687
2061,https://doi.org/10.3172/JIE.17.1.28,,Article,ClÈment Arsenault; Elaine MÈnard; John E. Leide,,2008,Tensions in Cataloging: <i>Observations on Standards and Implementation</i>,Journal of Information Ethics,17,1,28-42,https://openalex.org/W2063980291,,,,McFarland & Company,2028
877,https://doi.org/10.11645/1.3.28,,Article,Maureen J. Reed; Don Kinder; Farnum Cecile,,2007,Collaboration between librarians and teaching faculty to teach information literacy at one Ontario university: Experiences and outcomes,Journal of Information Literacy,1,3,29-46,https://openalex.org/W2085128126,,,,Chartered Institute of Library and Information Professionals,830
2185,https://doi.org/10.11645/15.3.2947,,Article,Pascal Lupien; Lorna Rourke,,2021,"(Mis)information, information literacy, and democracy",Journal of Information Literacy,15,3,56-56,https://openalex.org/W4200599637,,,,Chartered Institute of Library and Information Professionals,1144
879,https://doi.org/10.11645/5.1.1513,,Article,Sophie Bury,,2011,"Faculty attitudes, perceptions and experiences of information literacy: A study across multiple disciplines at York University, Canada.",Journal of Information Literacy,5,1,45-64,https://openalex.org/W2030264525,,,,Chartered Institute of Library and Information Professionals,1045
880,https://doi.org/10.11645/5.2.1606,,Article,Jessica Lange; Robin Canuel; Megan Fitzgibbons,,2011,Tailoring Information Literacy Instruction and Library Services for Continuing Education,Journal of Information Literacy,5,2,66-80,https://openalex.org/W2104492927,,,,Chartered Institute of Library and Information Professionals,783
1766,https://doi.org/10.5325/jinfopoli.8.2018.0167,,Article,McNally; Rathi; Joseph; Evaniew; Adkisson,,2018,"Ongoing Policy, Regulatory, and Competitive Challenges Facing Canada's Small Internet Service Providers",Journal of Information Policy,8,1,167-198,https://openalex.org/W2883703184,,,,Penn State University Press,1079
882,https://doi.org/10.1177/0165551504044668,,Article,Denise Koufogiannakis; Linda Slater; Ellen Crumley,,2004,A Content Analysis of Librarianship Research,Journal of Information Science,,,,https://openalex.org/W2103518672,,,,SAGE Publishing,1499
297,https://doi.org/10.1016/j.joi.2015.09.003,,Article,Shiji Chen; ClÈment Arsenault; Vincent LariviËre,,2015,Are top-cited papers more interdisciplinary?,Journal of Informetrics,9,4,1034-1046,https://openalex.org/W2191720934,,,,Elsevier BV,2028
1027,https://doi.org/10.1300/J110v14n02_02,,Article,Ophelia Cheung; Susan Patrick; Brian Cameron; Elizabeth Bishop; Lucina Fraser,,2003,Restructuring the Academic Library,"Journal Of Interlibrary Loan, Document Delivery & Electronic Reserve",14,2,17-May,https://openalex.org/W768677801,,,,Haworth Press,838
1041,https://doi.org/10.1300/J474v17n01_11,,Article,Joan T. Dalton,,2007,Electronic Reserves and the Copyright Challenge in Canada,"Journal Of Interlibrary Loan, Document Delivery & Electronic Reserve",17,(1-2),97-120,https://openalex.org/W2016258400,,,,Haworth Press,923
2218,https://doi.org/10.1300/J474v18n01_11,,Article,Robert Tiessen,,2008,Copyright's Effect on Interlibrary Loan in Canada and the United States,"Journal Of Interlibrary Loan, Document Delivery & Electronic Reserve",18,1,101-111,https://openalex.org/W1993248706,,,,Haworth Press,2013
1039,https://doi.org/10.1300/J141v06n04_04,,Article,David J. Fiander; D. Grant Campbell,,2004,An XML Definition for an ISBD-Based Encoding Scheme,Journal of Internet cataloging,6,4,29-58,https://openalex.org/W2041025117,,,,Haworth Press,972
2139,https://doi.org/10.1080/13561820802028360,,Article,Lisa Fleet; Fran Kirby; Sarah Cutler; Lynn Dunikowski; Louise Nasmith; Rita Shaughnessy,,2008,Continuing professional development and social accountability: A review of the literature,Journal of Interprofessional Care,22,1,15-29,https://openalex.org/W2059463961,,,,Informa,967
2302,https://doi.org/10.3109/13561820.2015.1021002,,Article,Vernon Curran; Adam Reid; Pamela Reis; Shelley Doucet; Sheri Price; Lindsay Alcock; Shari Fitzgerald,,2015,The use of information and communications technologies in the delivery of interprofessional education: A review of evaluation outcome levels,Journal of Interprofessional Care,29,6,541-550,https://openalex.org/W1758934566,,,,Informa,1668
